given_names,family_name,orcid,country,taxa
Marcelo,Vallinoto,0000-0002-3465-3830,,"Acartia tonsa, Acartiidae, Amphibia, Anablepidae, Anableps anableps, Anomalocardia brasiliana, Antilophia bokermanni, Anura, Astyanax xavante, Atlántico (epinephelus itajara, Aves, Bubalus bubalis, Bufonidae, Callibela, Callimico, Callitrichidae, Callitrichinae, Carcharhinus limbatus, Chaetodipterus faber, Copepoda, Correa, Crustacea, Cynoscion acoupa, Cyprinodontiformes, Dendrocolaptidae, Eleotridae, Eleotris, Ephippidae, Epinephelidae, Epinephelus itajara, Leiuperidae, Leptodactylidae, Leptodactylus macrosternum, Lutjanus campechanus, Lutjanus purpureus, Mugil, Perciformes, Picidae, Platax orbicularis, Platyrrhini, Pristis perotteti, Pseudopaludicola canga, R. schneideri, Rhinella cf. granulosa, Rhinella marina, Saguinus, Saguinus niger, Sciaenidae, Scomberomorus cavalla, Scombridae, Serranidae, Teleostei, Xiphorhynchus"
Lothar H.,Vallon,0000-0003-0542-0971,,"Ammonoidea, Aulacostephanus cf. subundorae, Tripartichnus"
Dipika,Valsarajan,0000-0003-3366-3903,,"Mammalia, Manidae, Pholidota"
Katherine,Van Bysterveldt,0000-0002-8724-5013,,"Coenagrionidae, Odonata, Polyomavirus, Xanthocnemis sobrina"
Kay,Van Damme,0000-0002-8215-3398,,"Alona, Alona eximia, Alona monacantha, Alona protzi, Alonella fitzpatricki, Aloninae, Anchistropus emarginatus, Annelida, Anomopoda, Anthalona, Branchiopoda, Chydoridae, Chydorus sphaericus, Cladocera, Composição faunística, Coronatella, Coronatella hardingi, Crustacea, Crustacea: synapsis, Daphnia magna, Dumontiidae, Dunhevedia, Haplopoda, Ilyocryptus sarsi, L. cf. striata, Leptodora, Leydigia ciliata, Leydigia parva, Libellulidae, Moina, Namanereidinae, Namanereis, Nereididae, Nicsmirnovius, Notothrix halsei, Odonata, Pantala flavescens, Parvalona, Pseudochydorus globosus, Salinalona"
Gerlinde,Van Thuyne,0000-0001-6362-3588,,""
Johnnie,Van den Berg,0000-0002-6831-3180,,"(Linnaeus, Acrapex, Agaristidae, Agoma trimenii, Agromyzidae, Amhara, Apameini, Aphididae, Aproaerema modicella, Astylus atromaculatus, Atherigona soccata, Bacillus thuringiensis, Bostrichidae, Braconidae, Braconidae) parasitoids, Busseola fusca, Busseola fusca (lepidoptera, C. flavipes, Carelis, Chilo partellus, Chrysoperla pudica, Chrysopidae, Clavicipitaceae, Coleoptera, Conicofrontia, Cotesia flavipes, Cotesia sesamiae, Crambidae, Diglyphus isaea, Diptera, Dorylus helvolus, Earias biplaga, Eisenia, Eldana saccharina, Eulophidae, Eulophidae) parasitoids, Fabaceae, Formicidae, Frithia humilis, Fusarium, Gelechiidae, Hemiptera, Heteroptera, Histeridae, Homoptera, Hymenoptera, Hypocreales, Lepidoptera, Liriomyza huidobrensis, Lygacidae, Melanaphis sacchari, Melanaphis sacchari (zehntner, Melyridae, Metarhizium anisopliae, Muscidae, Mussidia, Mussidia spp, Neuroptera, Noctuidae, Nysius natalensis, Orsillidae, Parasitoids, Pennisetum purpureum, Pennisetum spp, Phaedrotoma scabriventris, Phaseolus vulgaris, Phytoplasma, Prostephanus truncatus, Pyralidae, Saccharum, Sciomesa, Sensilla, Sesamia, Sesamia calamistis, Sesamia nonagrioides, Sesamiina, Sorghum bicolor, Teretrius nigrescens, Trichogrammatidae, Trichogrammatoidea, Vetiveria zizanioides, Vicia faba"
Thijs,Vandenbroucke,0000-0002-8182-3708,,"Avalonia, Cyathochitina cycnea, Cyathochitina giraffa, D. clingani, Laurentia, Oktavites spiralis, P. linearis graptolite"
Maarten,Vanhove,0000-0003-3100-7566,,"Adeleorina, Altolamprologus, Ancyrocephalidae, Anostraca, Branchinella, C. dossoui, Chrysina, Cichlidae, Cichlidogyrus, Cichlidogyrus spp, Cichlidogyrus tiberianus, Clarias gariepinus, Clariidae, Dactylogyridae, Dactylogyridea, Gobiidae, Gobioidei, Gobiosomatini, Gyrodactylidae, Gyrodactylus, Haplochromini, Hepatozoidae, Hepatozoon, Iranocichla hormuzensis, L. saladensis, Ligophorus uruguayense, Macrogyrodactylus spp, Millerigobius macrocephalus, Monogenea, Mugil liza, Mugilidae, Notostraca, Ophthalmotilapia ventralis, Oreochromini, Oreochromis niloticus tana, Paracentrotus lividus, Perciformes, Platyhelminthes, Rhabdocoela, Simochromis diagramma, Syndesmis aethopharynx, Tanganyika cichlids, Teleostei, Thamnocephalidae, Tropheini, Tropheus, Tropheus duboisi, Tropheus moorii, Tylochromini, Umagillidae"
André,Vanzela,0000-0002-2442-2211,,"Aegiphila sellowiana, Alismataceae, Amaryllidaceae, Apocynaceae, Aspidosperma polyneuron, Asteraceae, Brachiaria, C. strigilatum, Caesalpinioideae, Campanulaceae, Cestrum, Cestrum intermedium, Cestrum strigilatum, Characiformes, Chloridoideae, Citharexylum myrianthum, Coffea, Compositae, Copaifera langsdorffii, Cyperaceae, Dalechampia, E. niederleinii, Echinodorus, Eleocharis, Eleocharis maculosa, Eleocharis sellowiana, Eleocharis subarticulata, Eleocharis viridans, Erythrinidae, Euphorbiaceae, Helianthus, Hemiptera, Heteroptera, Hypochaeris, Hypochaeris catharinensis, Hypochoeris, Ipheion, K. elegans ssp. formosana, Koelreuteria bipinnata, Lantana camara, Lippia alba, Lobelia, Lycianthes, Nothoscordum, Paullinia, Pentatomomorpha, Pimelodidae, Pinirampus pirinampu, Poaceae, Reduviidae, Rhynchospora, Rhynchospora cephalotes, Rhynchospora pubera, Rhynchospora tenuis, Rigida, Sapindaceae, Schoenoplectus, Serjania, Solanaceae, Solanum, Triatoma, Triatoma infestans, Urvillea, Urvillea chacoensis, Valeriana scandens, Vassobia, Verbenaceae, Vitex montevidensis"
Rafael M.,Varas-Malca,0000-0002-4435-8229,Peru,"Aves, Carcharocles megalodon, Cathartidae"
Amanda,Varela,0000-0001-7596-4259,,"Acari, Beauveria bassiana, Hypothenemus hampei, Mesostigmata"
Víctor Jassmani,Vargas García,0000-0001-6766-4141,Peru,"Amphibia, Anura, Liolaemidae, Liolaemus walkeri, Squamata, Telmatobiidae, Telmatobius"
Mateo,Vargas Hernández,0000-0002-0735-3242,,"Bactericera cockerelli, Comadia redtenbacheri, Cossidae, Cucurbita argyrosperma, Fragaria, Fusarium, Hemiptera, Lepidoptera, Melanaphis sacchari, Nopal, Nopal verdura, Opuntia ficus-indica, Physalis peruviana, Phytophthora capsici, Pouteria sapota, Salmonella, Triozidae, Typhimurium, Zea mays"
Leidy Johana,Vargas Muñoz,0000-0003-1332-5106,,"Araneae, Bothriechis schlegelii, Buthidae, Mygalomorphae, Opisthacanthus elatus, Pamphobeteus aff. nigricolor, Pamphobeteus verdolaga, Scorpionidae, Theraphosidae"
Robert,Vargovitsh,0000-0002-4921-0098,Ukraine,"Arrhopalites, Arrhopalites abchasicus, Arrhopalites kristiani, Arrhopalites potapovi, Arrhopalitidae, Cavernicolous, Ciliophora, Collembola, Entognatha, Ephemeroptera, Hexapoda, Hypogastruridae, Leptophlebiidae, Mollusca, Oxychilus, Paraleptophlebia werneri, Pisidium zoctanum, Stylommatophora, Symphypleona, Translucidus, Zonitidae"
Alejandra,Vasco,0000-0002-6242-4760,United States of America,""
Raquel,Vasconcelos,0000-0002-4717-9429,Portugal,"Agama agama, Agamidae, Amietophrynus regularis, Blanus, Gekkonidae, Hemidactylus, Hemidactylus homoeolepis, Lacerta perspicillata, Lacertidae, Lanius meridionalis, Linnaeus, Macroprotodon, Macroprotodon cucullatus, Phyllodactylidae, Podarcis tiliguerta, Pristurus sokotranus, Pseudoceramodactylus khobarensis, Reptilia, Répteis endémicos da, Sauropsida, Scincidae, Sphaerodactylidae, Squamata, Tarentola, Tarentola caboverdiana substituta gecko, Trachylepis socotrana, Uromastyx, Vipera latastei"
Sasha,Vasconcelos,0000-0002-9024-2315,Portugal,"Anacardiaceae, Anacardium occidentale, Lepidoptera, Papilionoidea"
Thiago ,Vasconcelos dos Santos,0000-0002-0229-4861,Brazil,"Bichromomyia, Diptera, Leishmania, Leishmania (Viannia), Nyssomyia, Phlebotominae, Psychodidae, Trichophoromyia"
Katerina,Vasileiadou,0000-0002-5057-6417,,"Annelida, Nephtys hombergii, Phyllodocida, Polychaeta, Sabellida, Serpulidae, Streptosyllis, Streptosyllis arenae, Syllidae"
Aymer Andrés,Vásquez-Ordóñez,0000-0002-4970-9067,Colombia,"Acari, Aleyrodidae, Ectatomma ruidum, Ectatommaruidum, Eucharitidae, Formicidae, Hemiptera, Hymenoptera, Kapala, Manihot esculenta, Mononychellus, Rhynchophorus palmarum, Tetranychidae"
David,Vaughan,0000-0002-4914-5003,Australia,"Acanthocotylidae, Anoplodiscidae, Anoplodiscus, Callorhynchocotyle, Chilodonella, Chordata, Ciliophora, Cryptocaryon irritans, D. lotteri, Dasyatidae, Dasyatis brevicaudata, Dendromonocotyle, Dendromonocotyle colorni, Elasmobranchii, Electrocotyle whittingtoni, Eptatretus hexatrema, Gyrodactylidae, Gyrodactylus, Gyrodactylus eyipayipi, Heterocotyle tokoloshei, Heterocotylinae, Hexabothriidae, Himantura gerrardi, Microbothriidae, Monocotylidae, Monogenea, Myxinidae, Myxinidocotyle, Myxinidocotylinae, Narke capensis, Narkidae, Neoheterocotyle, Protozoa, Pseudoleptobothrium, Pseudoleptobothrium christisoni, Rhinobatidae, Rhinobatos annulatus, Syngnathidae, Syngnathus acus"
Felix,Vaux,0000-0002-2882-7996,United States of America,"Buccinoidea, Buccinulidae, Gastropoda, Mollusca, Neogastropoda, Penion, Penion chathamensis"
Ivone,Vaz-Moreira,0000-0001-8912-9836,,"Acinetobacter rudis, Acinetobacter spp, Aeromonas spp, Bacillus purgationiresistans, Candidimonas nitroreducens, Enterobacteriaceae, Gulbenkiania mobilis, Humibacter albus, Hydromonas duriensis, Microbacterium invictum, Microbacterium luticocti, Paenibacillus humicus, Paenibacillus residui, Patulibacter medicamentivorans, Proteobacteria, Pseudomonas spp, Pseudosphingobacterium domesticum, Ralstonia pickettii, Shinella fusca, Sphingobium vermicomposti, Sphingomonadaceae"
Fernando,Vaz-de-Mello,0000-0001-9697-320X,,"Aclopinae, Aegidium, Aegognathus, Aganhyboma, Aphengium, Archedinus, Ateuchini, Atta laevigata, Attini, C. hesperus, Canthon virens, Canthonini, Chalcocopris, Coleoptera, Coprini, Coprophanaeus, Coprophanaeus (Metallophanaeus) machadoi, Cyclocephalini, D. nemoricola, D. spinipes, Daimothoracodes, Deltochilum, Deltohyboma, Dendropaemon, Dichotomius, Dichotomius (Luederwaldtinia) assifer, Dichotomius camposeabrai, Dichotomius ribeiroi, Dichotomius schiffleri, Dichotomius speciosus, Dynastinae, Eudinopus dytiscoides, Fabaceae, Formicidae, Gromphas, Hansreia, Homocopris, Hybomidium, Hybosoridae, Hymenoptera, Insecta, Leucothyreus suturalis, Lucanidae, Luederwaldtinia, Melolonthidae, Metadorcinus, Mollusca, Ochicanthon, Onthophagus cervicornis, Onthophagus columbianus, Onthophagus dama, Orphninae, Oruscatus opalescens, Oxysternon pteroderum, Oxysternon silenus, Pedaridium, Pelidnota, Phacosoma, Phanaeini, Phileurini, Platyphileurus felscheanus, Racosperma mangium, Rutelinae, Scarabaeidae, Scarabaeinae, Scarabaeoidea, Surutu jelineki, Tetramereia, Trichiinae, Trichillum, Trichillum harold, Xenaclopus, Zonocopris"
Xabier,Vázquez Campos,0000-0003-1134-5058,,"Acidiella, Ascomycota, Capnodiales, Coniochaeta"
Isabelle,Vea,0000-0001-9351-7970,United Kingdom of Great Britain and Northern Ireland,"Chionaspis, Chlamydolecanium, Coccidae, Coccoidea, Diaspididae, Gastropoda, Haplosporidia, Haplosporidium, Hemiptera, Hemiptera coccomorpha ortheziidae, Mollusca, Ortheziidae, Siphonaria pectinata, Siphonariidae"
Matteo,Vecchi,0000-0002-7995-6827,,"Aristolochia rotunda, Ciliophora, Echiniscoidea, Eutardigrada, Haplomacrobiotus, Macrobiotoidea, Parachela, Pyxidium tardigradum"
Anneke,Veenstra,0000-0003-2857-3583,,"Asphondylia, Cecidomyiidae, Chenopodiaceae, Dandenong, Diplopoda, Diptera, Lophoproctidae, Lophoturus, Lophoturus queenslandicus, Monographis, Monographis queenslandicus, Phryssonotus novaehollandiae, Polyxenida, Polyxenidae, Rotavirus, Salicornioideae, Sarcocornia quinqueflora, Synxenidae, Tecticornia arbuscula, Victoria"
Deepak,Veerappan,0000-0002-8826-9367,India,""
Puri,Veiga,0000-0002-5706-465X,,"Annelida, Arthropoda, Arthrotardigrada, Asparagopsis armata, Batillipedidae, Batillipes, Carcinus maenas, Fucus spiralis, Heterotardigrada, Laminariales, Lithophyllum byssoides, Mollusca, Ochrophyta, Orzeliscus belopus, Paratanaoidea, Phorcus sauciatus, Pisione guanche, Pisionidae, Polychaeta, Pycnogonida, Siphonaria pectinata, Siphonariidae, Tanaissus, Tardigrada, Undaria pinnatifida, Xenostrobus securis"
Jesús,Vela,0000-0003-2699-3031,Spain,"Cimicomorpha, Coccinellidae, Coleoptera, Epilachninae, Henosepilachna argus, Heteroptera, Triatominae"
Ana Isabel,Vela,0000-0001-5004-3103,Spain,"Advenella, Aerococcus suis, Aerococcus viridans, Alectoris rufa, Bergeyella, Brucella melitensis, Callithrix geoffroyi, Capra pyrenaica hispanica, Cercopithecus mona, Chryseobacterium, Chryseobacterium oncorhynchi, Chryseobacterium shigense, Ciconia nigra, Citrobacter freundii, Corynebacterium aquilae, Corynebacterium ciconiae, Corynebacterium falsenii, Corynebacterium pseudotuberculosis, Corynebacterium sphenisci, Corynebacterium spheniscorum, Corynebacterium suicordis, Corynebacterium xerosis, Elaphe taeniura taeniura, Enterobacteriaceae, Enterococcus hirae, Erysipelothrix rhusiopathiae septicemia, Ficedula hypoleuca, Flavobacterium, Flavobacterium branchiarum, Flavobacterium ceti, Flavobacterium collinsii, Flavobacterium oncorhynchi, Flavobacterium piscis, Francisella tularensis, Globicatella sanguinis, Gyps fulvus, Lactobacillus ceti, Lactococcus garvieae, Lactococcus lactis subsp lactis, Listeria monocytogenes, Mesoplodon bidens, Moraxella pluranimalium, Moraxella porci, Mycobacterium bovis, Oncorhynchus mykiss, Ornithobacterium rhinotracheale, Passerine, Pasteurella, Pasteurella multocida, Pelistega suis, Photobacterium damselae, Pseudomonas aeruginosa, Pseudomonas anguilliseptica, Pseudomonas composti, Pseudomonas simiae, Psychrobacter pulmonis, Rupicapra pyrenaica, Salmonella, Sparus aurata, Staphylococcus aureus, Staphylococcus capitis, Stenella frontalis, Streptococcus, Streptococcus caprae, Streptococcus cuniculi, Streptococcus dysgalactiae subsp dysgalactiae, Streptococcus entericus, Streptococcus equi subsp zooepidemicus, Streptococcus pharyngis, Streptococcus porci, Streptococcus rupicaprae, Streptococcus suis, Streptococcus suis serotype, Sus scrofa, Tetrathiobacter, Tursiops truncatus, Uruburuella suis, Weissella ceti, Yersinia ruckeri, Ziphius cavirostris"
Yelitza,Velásquez,0000-0001-9244-0617,,"Apocynaceae, Calliphoridae, Coleoptera, Diptera, Fannia leucosticta, Fanniidae, Lucilia eximia, Musca domestica, Muscidae, Oxelytrum discicolle, Silphidae, Stapelia gigantea, Synthesiomyia nudiseta"
Paúl,Velazco,0000-0001-7195-7422,,"Amazonia, Amphibia, Anura, Carollia manu, Carolliinae, Chiroptera, Cricetidae, Dendrobatidae, Diamantina, Diptera, Emballonuridae, Epipedobates, Laelapidae, Laelapinae, Lophostoma, Lophostoma silvicolum occidentalis, Mammalia, Molossidae, Noctilionidae, Nuevos registros, P. aquilus, P. dorsalis, P. umbratus, Parasitiformes, Phyllostomidae, Platalina, Platalina genovensium, Platyrrhinus, Platyrrhinus helleri, Platyrrhinus recifinus, Sigmodontinae, Speiseria ambigua, Streblidae, Sturnira, Thyroptera, Thyropteridae, Tomopeas, Tomopeas ravus, Tomopeatinae, Una especie nueva, Vampyressa, Vampyressa melissa, Vampyrodes, Vampyrodes caraccioli"
Athanasios D.,Velentzas,0000-0002-9755-395X,Greece,"Adalia bipunctata, Arthrobacter, Ceratitis capitata, Cladosporium herbarum, Coccinellidae, Coleoptera, Diptera, Drosophila, Drosophila melanogaster, Drosophila virilis, Gastropoda, Hydrobiidae, Mycobacterium, Mycobacterium gilvum, P. pieperi, Pseudamnicola, Tephritidae"
Guillermo,Velo-Antón,0000-0002-9483-5695,,"Acanthodactylus aureus, Acanthodactylus scutellatus, Agama, Agama boulengeri, Amphibia, Anguis fragilis, Anura, Batrachochytrium dendrobatidis, Circaetus gallicus, Daboia, Discoglossidae, Discoglossus, Discoglossus pictus, Eleutherodactylus coqui, Emydidae, Emys orbicularis, Emys trinacris, Gomphidae, Lacertidae, Lamiaceae, Larus michahellis, Leptodactylidae, Mauremys leprosa, Micromeria, Odonata, Onychogomphus, Pelophylax, Pelophylax saharicus, Podarcis hispanica, Praomys daltoni, Pseudoeurycea leprosa, Rattus rattus, Reptilia, Salamandra, Salamandra algira, Salamandra salamandra, Salamandra salamandra europaea, Salamandra salamandra gallaica, Salamandridae, Timon lepidus, Tingitana peninsula, Urodela, Vipera, Vipera seoanei, Vulpes rueppellii, Vulpes vulpes"
Miguel,Vences,0000-0003-0747-0817,Germany,"Acari, Acrantophis, Aglyptodactylus, Alytes muletensis, Amblyrhynchus cristatus, Amphibia, Amphiglossus, Andringitra, Androngo, Ankaratra, Anodonthyla, Anura, Atelopus, B. ankaratra, B. luteus, B. peyrierasi, B. tuberculata, Batrachochytrium dendrobatidis, Batrachochytrium salamandrivorans, Blaesodactylus, Blommersia, Boophinae, Boophis, Boophis andohahela, Boophis ankaratra, Boophis arcanus, Boophis laurenti, Boophis luteus, Boophis majori, Boophis mandraka comlex, Boophis occidentalis, Boophis rappiodes, Boophis schuboeae, Boophis tampoka, Boophis tephraeomystax, Boophis ulftunni, Brachycephalidae, Brookesia, Brookesia minima, Brookesia superciliaris, Brygoomantis, Bufo dombensis, Calumma boettgeri, Calumma nasutum, Calumma tarzan, Calumma vohibola, Chalarodon, Chamaeleonidae, Chioglossa lusitanica, Chonomantis, Colostethus humilis, Colubridae, Colubridae sensu lato, Compsophis, Conolophus subcristatus, Cophyla, Cophylinae, Crocodylus mindorensis, Cryptoblepharus, Cryptoscincus, D. galganoi galganoi, D. pictus scovazzi, Dendrobatidae, Discoglossidae, Discoglossus, Discoglossus bioacoustics, Discoglossus galganoi, Dyscophus, Dyscophus antongili, Dyscophus insularis, Eleutherodactylidae, Eleutherodactylus, Eleutherodactylus limbatus, Endotrombicula, Furcifer, Geckolepis, Gekkonidae, Geodipsas, Gephyromantis, Gephyromantis decaryi, Gerrhosauridae, Guibemantis, Guibemantis bicalcaratus, Guibemantis liber, Guibemantis methueni, H. nigrovittata sensu, Hemidactylus, Heterixalus, Heterixalus rutenbergi, Heteroliodon, Hoplobatrachus, Hyla molleri, Hylarana, Hylidae, Hyperoliidae, Ischnocnema guentheri, Kinixys, Laliostoma labrosum, Lamprophiidae, Lankanectes corrugatus, Laurentomantis, Leptolalax, Leptopelis, Liophidium, Liopholidophis, Lycodryas, Lygodactylus, Lygodactylus klemmeri, Lygodactylus mirabilis, Lygodactylus verticillatus, M. baroni, M. crocea, M. milotympanum, M. zavona, Mabuya, Madagascarophis, Madagascarophis fuchsi, Madascincus, Madascincus polleni, Mantella, Mantella aurantiaca, Mantella bernhardi, Mantella cowani, Mantella expectata, Mantella manery, Mantella viridis, Mantellidae, Mantellinae, Mantida ctylus pauliani, Mantidactylus, Mantidactylus argenteus, Mantidactylus betsileanus, Mantidactylus boulengeri, Mantidactylus elegans, Mantidactylus granulatus, Mantidactylus guttulatus, Mantidactylus madecassus, Mantidactylus peraccae, Mantidactylus tricinctus, Marojejy, Megophryidae, Microhyla fissipes, Microhylidae, Microscalabotes, Mimophis mahfalensis, Monogenea, Neobatrachia, Nidicolous, Ochthomantis, Oophaga pumilio, Oplurus, P. subniger, Pangaea, Pantanodon, Paracontias, Paragehyra, Pararhadinaea, Parasitengona, Paroedura, Pelobates cultripes, Pelomedusa, Pelomedusa subrufa, Pelomedusidae, Pelophylax, Pelophylax saharicus, Pelusios, Pelusios castanoides, Phasmahyla, Phelsuma, Phyllomedusa, Phyllomedusinae, Pipidae, Platypelis, Plethodontohyla, Polystomatidae, Prostigmata, Pseudoxyrhophiinae, Ptychadena mascareniensis, Ptychadena newtoni, Pyxicephalidae, R. serratopalpebrosa, Rana temporaria, Rana temporaria parvipalmata, Ranidae, Ranomafana, Reptilia, Rhacophorinae, Rhinella margaritifera, Rhombophryne, Salamandra, Salamandra algira, Salamandridae, Sanzinia, Scaphiophryne, Scaphiophryne gottlebei, Scaphiophryne marmorata, Schmidtea nova, Scinax ruber, Scincidae, Scolecophidia, Serpentes, Sirenoscincus, Sooglossus, Sorata, Spinomantis, Spinomantis tavaratra, Squamata, Stenophis, Stumpffia, T. gravenhorstii, Testudines, Testudinidae, Thamnosophis, Tomopterna, Tracheloptychus, Trachylepis, Trachylepis elegans, Trombiculidae, Tsaratanana, Tsingymantis antitra, Uroplatus, Uroplatus ebenaui, Vatomantis, Xenotyphlopidae, Z. aeneus, Zonosaurinae, Zonosaurus, Zonosaurus brygooi"
Marton,Venczel,0000-0003-2200-3619,,"Albanerpeton, Albanerpetontidae, Amphisbaenidae, Anura, Barbatodon, Caudata, Hynobiidae, Lacerta vivipara, Lissamphibia, Palaeobatrachidae, Plethodontidae, Squamata"
Luis Felipe,Ventura de Almeida,0000-0003-4051-1756,,"Braconidae, Centistes, Centistini, Euphorinae, Hymenoptera, Meteorus, Rogadinae"
Marie Claire,Veranso-Libalah,0000-0001-7847-1740,,""
Ana,Veríssimo,0000-0003-3396-9822,Portugal,"Callinectes sapidus, Centrophoridae, Centrophorus, Centrophorus squamosus, Centroscymnus coelolepis, Ictalurus punctatus, Linnaeus, Nematoda, Prionace glauca, Proleptus obtusus, Rutilus rutilus, Salmo multipunctata, Spirurida, Squaliformes, Squalus, Squalus acanthias"
